query,gt_key1,gt_val1,gt_key2,gt_val2,gt_key3,gt_val3,gt_key4,gt_val4,gt_key5,gt_val5,gt_key6,gt_val6,gt_key7,gt_val7,gt_key8,gt_val8,gt_key9,gt_val9,gt_key10,gt_val10,gt_key11,gt_val11,,qmeans_key1,qmeans_val1,qmeans_key2,qmeans_val2,qmeans_key3,qmeans_val3,qmeans_key4,qmeans_val4,qmeans_key5,qmeans_val5,qmeans_key6,qmeans_val6,qmeans_key7,qmeans_val7,,gemma_key1,gemma_val1,gemma_key2,gemma_val2,gemma_key3,gemma_val3,gemma_key4,gemma_val4,gemma_key5,gemma_val5,gemma_key6,gemma_val6,gemma_key7,gemma_val7,gemma_key8,gemma_val8,gemma_key9,gemma_val9,,qmeans_key_match,gemma_key_match,qmeans_kv_match,gemma_kv_match,qmeans_val_any_match,gemma_val_any_match,total_gold_attrs
BRUSHLESS MOTOR DYS 1800KV,brand,DYS,part type,motor,driven type,brushless,rated speed,1800KV,,,,,,,,,,,,,,,,voltage,1800kv,motor type,brushless,product,brushless motor,,,,,,,,,,part type,motor,brand,DYS,driven type,brushless,voltage,1800KV,,,,,,,,,,,,0,3,0,3,2,4,4
Petrosa starter mini 1KG,brand,Petrosa,part type,starter,size,mini,weight,1KG,,,,,,,,,,,,,,,,packaging size,1kg,product,starter,,,,,,,,,,,,part type,starter,brand,Petrosa,quantity,mini,,,,,,,,,,,,,,0,2,0,2,2,3,4
Petrosa starter mini 3 KG,brand,Petrosa,part type,starter,size,mini,weight,3 KG,,,,,,,,,,,,,,,,packaging size,3 kg,product,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4
Petrosa starter mini 3KG,brand,Petrosa,part type,starter,size,mini,weight,3KG,,,,,,,,,,,,,,,,packaging size,3kg,product,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4
Weishaupt Burner Servo Motor,brand,Weishaupt,part type,motor,driven type,servo,usage,burner,,,,,,,,,,,,,,,,brand,weishaupt,product,weishaupt burner servo motor,,,,,,,,,,,,part type,servo motor,brand,Weishaupt,usage,burner,,,,,,,,,,,,,,1,3,1,2,1,2,4
Petrosa starter mini 8 KG,brand,Petrosa,part type,starter,size,mini,weight,8 KG,,,,,,,,,,,,,,,,packaging size,8 kg,product,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4
Petrosa starter mini 8KG,brand,Petrosa,part type,starter,size,mini,weight,8KG,,,,,,,,,,,,,,,,packaging size,8kg,product,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4
apex cool 410w single phase exhaust fan motor,brand,apex cool,part type,motor,power,410w,phase,single,usage,exhaust fan,,,,,,,,,,,,,,power,410w,brand,apex,model,cool,usage,exhaust fan,phase,single phase,product,single phase exhaust fan motor,,,,part type,motor,brand,apex,power,410w,phase,single phase,cooling type,exhaust fan,,,,,,,,,,4,4,2,2,2,3,5
danfoss original brand new h1b80/h1b110 motor,brand,danfoss,part type,motor,model name/number,h1b80/h1b110,,,,,,,,,,,,,,,,,,brand,danfoss,model name/number,h1b80/h1b110,condition,new,product,brand,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,3
3 HP Three Phase Induction Motor 960 Rpm,part type,motor,horsepower,3 HP,phase,3,driven type,induction,rpm,960 Rpm,,,,,,,,,,,,,,rated power,3 hp,speed,960 rpm,motor type,induction,no of phase,three phase,product,3 hp three phase induction motor,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,5
gpn gear motor,brand,gpn,part type,motor,driven type,geared,,,,,,,,,,,,,,,,,,motor type,gear motor,product,gear motor,,,,,,,,,,,,part type,gear motor,brand,gpn,,,,,,,,,,,,,,,,0,2,0,1,0,1,3
Dol Motor Starters,part type,motor starter,starter type,Dol,,,,,,,,,,,,,,,,,,,,starter type,dol,usage,motor,product,dol motor starters,,,,,,,,,,part type,motor starters,brand,Dol,,,,,,,,,,,,,,,,1,1,1,0,1,1,2
Oil Starter Magnet Call,part type,starter,feature,oil magnet call,,,,,,,,,,,,,,,,,,,,usage,oil,product,oil starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
AC MOTAR,part type,motor,power source,AC,,,,,,,,,,,,,,,,,,,,product,ac motar,,,,,,,,,,,,,,driven type,AC,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2204-5AK01-1SB0,power,0.57 kW,,,,,,,,,,,,power,0.57 kw,model name/number,1fk2204-5ak01-1sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2204-5AK01-1SB0,power,0.57 kW,,,,,,,,,,,,3,4,3,2,3,2,6
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2104-4AK01-0SB0,power,0.06 kW,,,,,,,,,,,,power,0.06 kw,model name/number,1fk2104-4ak01-0sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2104-4AK01-0SB0,power,0.06 kW,,,,,,,,,,,,3,4,3,2,3,2,6
50HP Abb Electric Motor,brand,Abb,part type,motor,horsepower,50HP,power source,electric,,,,,,,,,,,,,,,,power,50hp,brand,abb,power source,electric,product,abb electric motor,,,,,,,,brand,Abb,part type,motor,horsepower,50HP,driven type,electric,,,,,,,,,,,,2,3,2,3,3,4,4
10 hp crompton motor,brand,crompton,part type,motor,horsepower,10 hp,,,,,,,,,,,,,,,,,,power,10 hp,brand,crompton,part type,motor,product,crompton motor,,,,,,,,brand,crompton,part type,motor,horsepower,10 hp,,,,,,,,,,,,,,2,3,2,3,3,3,3
PowerSpeed Armature for Gsh-500 Bosch,brand,Bosch,part type,armature,model name/number,Gsh-500,,,,,,,,,,,,,,,,,,type of power tool,armature,model number,gsh-500,brand,powerspeed,product,armature,,,,,,,,part type,armature,brand,Bosch,model name/number,Gsh-500,,,,,,,,,,,,,,1,3,0,3,2,3,3
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,brand,SIEMENS,part type,motor,series,SINAMICS S200,driven type,servo,model name/number,1FL2306-4AC01-0HB0,power,0.1 kW,,,,,,,,,,,,power,0.1 kw,model name/number,1fl2306-4ac01-0hb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,brand,SIEMENS,part type,Servo Motor,model name/number,1FL2306-4AC01-0HB0,power,0.1 kW,,,,,,,,,,,,3,4,3,3,3,3,6
helical gear motor,part type,motor,driven type,helical gear,,,,,,,,,,,,,,,,,,,,motor type,helical,product,helical gear motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
3330601 Cummins Electronic Fuel Control Actuator,brand,Cummins,part type,actuator,model name/number,3330601,usage,electronic fuel control,,,,,,,,,,,,,,,,model name/number,3330601,brand,cummins,actuator type,fuel control actuator,product,cummins electronic fuel control actuator,,,,,,,,part type,actuator,model name/number,3330601,feature,Electronic Fuel Control,,,,,,,,,,,,,,2,2,2,2,2,3,4
Stepper Motor,part type,motor,driven type,stepper,,,,,,,,,,,,,,,,,,,,motor type,stepper,product,stepper motor,,,,,,,,,,,,part type,stepper motor,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,2
desert type copper 32 mm 1 cooler motor,part type,motor,usage,cooler,feature,desert type,material,copper,size,32 mm,quantity,1,,,,,,,,,,,,shaft thickness,32 mm,usage,cooler,winding material,copper,cooler type,desert,part type,motor,product,cooler motor,,,,part type,motor,brand,desert type,material,copper,size,32 mm,usage,cooler,,,,,,,,,,2,4,2,4,4,5,6
9067/9069 Makita Armature By PowerSpeed,brand,powerspeed,part type,armature,model name/number,9067/9069,,,,,,,,,,,,,,,,,,model name/number,9067/9069,type of power tool,armature,brand,powerspeed,product,armature,,,,,,,,part type,armature,brand,Makita,model name/number,9067/9069,,,,,,,,,,,,,,2,3,2,2,3,2,3
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,part type,motor,power source,dc,horsepower,1 2 hp,model name/number,rs775,voltage,12v,rpm,10000rpm,,,,,,,,,,,,speed,10000rpm,voltage,12 v,motor type,dc,product,12v dc motor,,,,,,,,horsepower,2 hp,model name/number,rs775,rpm,10000rpm,voltage,12 v,part type,dc motor,,,,,,,,,,1,5,0,2,2,2,6
5hp 3phase motor,part type,motor,horsepower,5hp,phase,3,,,,,,,,,,,,,,,,,,phase,3phase,power,5hp,product,3phase motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,3
Bharat Benz Aluminium Housing,brand,Bharat Benz,part type,housing,material,aluminium,,,,,,,,,,,,,,,,,,material,aluminium,vehicle type/model,bharat benz,product,aluminium housing,,,,,,,,,,brand,Bharat Benz,material,Aluminium Housing,,,,,,,,,,,,,,,,1,2,1,1,2,1,3
lubi three phase induction motors,brand,lubi,part type,motor,phase,3,driven type,induction,,,,,,,,,,,,,,,,motor type,induction,brand,lubi,no of phase,three phase,product,lubi three phase induction motors,,,,,,,,part type,motors,brand,lubi,driven type,induction,phase,three phase,,,,,,,,,,,,1,4,1,2,2,2,4
Crane Geared Brake Motor,part type,motor,driven type,geared brake,application,crane,,,,,,,,,,,,,,,,,,usage,crane,product,geared brake motor,,,,,,,,,,,,part type,motor,brand,Crane Geared Brake,,,,,,,,,,,,,,,,0,1,0,1,1,1,3
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,brand,apex cool,part type,motor,rpm,1400 rpm,phase,single,voltage,230 v,power,410w,usage,exhaust fan,,,,,,,,,,speed,1400 rpm,voltage,230 v 230v,power,410w,brand,apex,usage,exhaust fan,phase,single phase,product,single phase exhaust fan motor,,part type,motor,brand,apex cool,driven type,exhaust fan,rpm,1400,voltage,230v,phase,single phase,power,410w,,,,,,5,6,2,3,3,4,7
12v dc motor,part type,motor,voltage,12v,power source,dc,,,,,,,,,,,,,,,,,,voltage,12v,motor type,dc,product,12v dc motor,,,,,,,,,,voltage,12v,driven type,dc,part type,motor,,,,,,,,,,,,,,1,2,1,2,2,3,3
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,brand,apex cool,part type,motor,rpm,1400 rpm,voltage,230 v,power,410w,phase,single,usage,exhaust fan,,,,,,,,,,speed,1400 rpm,voltage,230 v,power,410w,usage,exhaust fan,phase,single phase,product,single phase exhaust fan motor,,,,part type,motor,brand,apex,driven type,exhaust fan,rpm,1400,power,410w,phase,single phase,voltage,230 v,,,,,,4,6,3,3,4,4,7
Suguna Motor Starter,brand,Suguna,part type,motor starter,,,,,,,,,,,,,,,,,,,,usage,motor starter,brand,suguna,product,motor starter,,,,,,,,,,part type,motor starter,brand,Suguna,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
reverse forward 3 phase 20 3 hp starters,part type,starter,phase,3,horsepower,3 hp,feature,reverse forward,,,,,,,,,,,,,,,,phase,3 phase,power,hp,product,starters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,4
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2210-3AC01-0MB0,power,5.5 kW,,,,,,,,,,,,model name/number,1fk2210-3ac01-0mb0,power,5.5 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2210-3AC01-0MB0,power,5.5 kW,,,,,,,,,,,,3,4,3,2,3,2,6
rexroth servo drive,brand,rexroth,part type,servo drive,,,,,,,,,,,,,,,,,,,,brand,rexroth,product,rexroth servo drive,,,,,,,,,,,,brand,rexroth,part type,servo drive,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
Valve Positioners,part type,valve positioner,,,,,,,,,,,,,,,,,,,,,,usage,valve,product,valve positioners,,,,,,,,,,,,part type,Valve Positioners,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
FOOT Mounted Motor (model Gf 6834),part type,motor,mounting type,foot mounted,model name/number,Gf 6834,,,,,,,,,,,,,,,,,,mounting type,foot,model name/number,gf 6834),product,foot mounted motor,,,,,,,,,,part type,motor,model name/number,Gf 6834,mounting type,FOOT,,,,,,,,,,,,,,2,3,0,2,0,2,3
1400 rpm apex cool 410w single phase exhaust fan motor,brand,apex cool,part type,motor,rpm,1400 rpm,power,410w,phase,single,usage,exhaust fan,,,,,,,,,,,,speed,1400 rpm,power,410w,usage,exhaust fan,phase,single phase,product,single phase exhaust fan motor,,,,,,part type,motor,brand,apex,driven type,exhaust fan,rpm,1400,power,410w,phase,single phase,,,,,,,,3,5,2,2,3,3,6
Motor Stater,part type,motor starter,,,,,,,,,,,,,,,,,,,,,,usage,motor,product,motor stater,,,,,,,,,,,,part type,starter,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Paragon Motor Starter,brand,Paragon,part type,motor starter,,,,,,,,,,,,,,,,,,,,usage,motor starter,brand,paragon,product,paragon motor starter,,,,,,,,,,part type,motor starter,brand,Paragon,,,,,,,,,,,,,,,,1,2,1,2,2,2,2
UR006G XGT Brushless Motor Active Feedback Sensing,part type,motor,driven type,brushless,model name/number,UR006G XGT,feature,active feedback sensing,,,,,,,,,,,,,,,,motor type,brushless,model name/number,ur006g,product,brushless motor,,,,,,,,,,part type,motor,brand,UR006G,driven type,brushless,feature,Active Feedback Sensing,,,,,,,,,,,,1,3,0,3,1,3,4
schubert and salzer positioner,brand,schubert and salzer,part type,positioner,,,,,,,,,,,,,,,,,,,,type,positioner,product,positioner,,,,,,,,,,,,brand,schubert and salzer,part type,positioner,,,,,,,,,,,,,,,,0,2,0,2,1,2,2
polisher-motor,part type,motor,usage,polisher,,,,,,,,,,,,,,,,,,,,type of power tool,polisher-motor,product,polisher-motor,,,,,,,,,,,,part type,polisher-motor,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
Electric Vibratory Motor,part type,motor,power source,electric,feature,vibratory,,,,,,,,,,,,,,,,,,power source,electric,product,electric vibratory motor,,,,,,,,,,,,part type,motor,driven type,vibratory,power source,electric,,,,,,,,,,,,,,1,2,1,2,1,3,3
Abb Electric Motor 50hp 1500 Rpm,brand,Abb,part type,motor,power source,electric,horsepower,50hp,rpm,1500 Rpm,,,,,,,,,,,,,,speed,1500 rpm,motor horsepower,50hp,brand,abb,power source,electric,product,abb electric motor,,,,,,part type,motor,brand,Abb,horsepower,50hp,rpm,1500,power source,Electric,,,,,,,,,,2,5,2,4,4,4,5
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF11-1SA0,power,2.7 kW,,,,,,,,,,,,power,2.7 kw,usage,servo motor,brand,siemens,model name/number,simotics s-1fk2 1fk2106-4af11-1sa0,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2106-4AF11-1SA0,power,2.7 kW,,,,,,,,,,,,3,4,2,2,2,2,6
Siemens Face Mounted Induction Motor,brand,Siemens,part type,motor,driven type,induction,mounting type,face mounted,,,,,,,,,,,,,,,,mounting type,face mounted,motor type,induction motor,brand,siemens,product,induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,4
5 HP Three Phase Motor,part type,motor,horsepower,5 HP,phase,3,,,,,,,,,,,,,,,,,,power,5 hp,no of phase,three phase,product,5 hp three phase motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,3
APEX COOL 410W MOTOR,brand,APEX COOL,part type,motor,power,410W,,,,,,,,,,,,,,,,,,power,410w,brand,apex,part type,motor,product,motor,,,,,,,,part type,motor,brand,APEX,power,410W,,,,,,,,,,,,,,3,3,2,2,2,2,3
Motar Starter,part type,motor starter,,,,,,,,,,,,,,,,,,,,,,feeder type,starter,product,motar starter,,,,,,,,,,,,part type,starter,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Siemens 7.5 KW 2 HP Electric Motor,brand,Siemens,part type,motor,power,7.5 KW,horsepower,2 HP,power source,electric,,,,,,,,,,,,,,horsepower,2 hp,power,7.5 kw,product,2 hp electric motor,brand,siemens,,,,,,,,part type,motor,brand,Siemens,power,7.5 KW,horsepower,2 HP,driven type,electric,,,,,,,,,,3,4,3,4,3,5,5
Unbalance Vibratory Motors,part type,motor,feature,unbalance vibratory,,,,,,,,,,,,,,,,,,,,product,unbalance vibratory motors,,,,,,,,,,,,,,part type,motors,feature,Unbalance Vibratory,,,,,,,,,,,,,,,,0,2,0,1,0,1,2
Sew Brake Motor,brand,Sew,part type,motor,feature,brake,,,,,,,,,,,,,,,,,,motor type,brake,brand,sew,product,brake motor,,,,,,,,,,part type,motor,brand,Sew,feature,Brake,,,,,,,,,,,,,,1,3,1,3,2,3,3
ABB Three Phase Induction Motor,brand,ABB,part type,motor,phase,3,driven type,induction,,,,,,,,,,,,,,,,brand,abb,motor type,induction,no of phase,three phase,product,abb three phase induction motor,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,4
Oriental motor,brand,Oriental,part type,motor,,,,,,,,,,,,,,,,,,,,part type,motor,brand,oriental,product,oriental motor,,,,,,,,,,brand,Oriental,part type,motor,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
3 phase auto starter,part type,auto switch,phase,3,feature,automatic starter,,,,,,,,,,,,,,,,,,phase,3 phase,product,auto starter,,,,,,,,,,,,part type,auto starter,phase,3 phase,,,,,,,,,,,,,,,,1,2,0,0,0,0,3
Type 200 17 Inch Copper Exhaust Fan Motor,part type,motor,model name/number,Type 200,size,17 Inch,material,copper,usage,exhaust fan,,,,,,,,,,,,,,sweep size,17 inch,winding material,copper,usage,exhaust fan,product,copper exhaust fan motor,,,,,,,,part type,motor,model name/number,Type 200,size,17 Inch,feature,Copper Exhaust Fan,,,,,,,,,,,,1,3,1,3,3,3,5
Openable Gate Motor,part type,motor,usage,openable gate,,,,,,,,,,,,,,,,,,,,usage,gate,product,gate motor,,,,,,,,,,,,part type,motor,usage,Openable Gate,,,,,,,,,,,,,,,,1,2,0,2,0,2,2
hollow shaft encoder,part type,encoder,shaft diameter,hollow shaft,,,,,,,,,,,,,,,,,,,,encoder type,hollow shaft,product,hollow shaft encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
pbl-right-angled-helical-bevel-geared-motor,brand,pbl,part type,motor,driven type,right angled helical bevel geared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF00-1MA0,power,2.7 kW,,,,,,,,,,,,output power,2.7 kw,model name/number,s-1fk2,brand,siemens,product,servo moter,,,,,,,,part type,servo moter,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2106-4AF00-1MA0,power,2.7 kW,,,,,,,,,,,,2,4,1,2,2,2,6
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2106-4AF00-1SA0,power,2.7 kW,,,,,,,,,,,,model name/number,1fk2106-4af00-1sa0,power,2.7 kw,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2,power,2.7 kW,,,,,,,,,,,,3,4,3,2,3,3,6
"Foredom Flex Shaft Motor, Foredom Dental Motor, Art &Amp; Craft",brand,Foredom,part type,motor,feature,flex shaft,usage,dental art craft,,,,,,,,,,,,,,,,brand,foredom,product,shaft,,,,,,,,,,,,part type,Flex Shaft Motor; Dental Motor,brand,Foredom,,,,,,,,,,,,,,,,1,2,1,1,1,1,4
lift-motor,part type,motor,usage,lift,,,,,,,,,,,,,,,,,,,,product,lift-motor,,,,,,,,,,,,,,part type,lift-motor,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
aira mild steel pneumatic rotary actuator,brand,aira,part type,actuator,material,mild steel,power source,pneumatic,feature,rotary,,,,,,,,,,,,,,brand,aira,material,mild steel,power source,pneumatic,actuator type,rotary actuator,product,pneumatic rotary actuator,,,,,,part type,actuator,brand,aira,material,mild steel,driven type,pneumatic,feature,rotary,,,,,,,,,,3,4,3,4,3,5,5
flange type 25 hp motor,part type,motor,horsepower,25 hp,mounting type,flange type,,,,,,,,,,,,,,,,,,power,25 hp,mounting type,flange,product,hp motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,3
3 phase dol motor starter,part type,motor starter,phase,3,starter type,dol,,,,,,,,,,,,,,,,,,phase,3 phase,starter type,dol,usage,motor starter,product,3 phase dol motor starter,,,,,,,,part type,motor starter,phase,3 phase,starter type,dol,,,,,,,,,,,,,,2,3,1,2,2,2,3
Siemens Three Phase Electric Motor,brand,Siemens,part type,motor,phase,3,power source,electric,,,,,,,,,,,,,,,,brand,siemens,no of phase,three phase,product,siemens three phase electric motor,,,,,,,,,,part type,motor,brand,Siemens,driven type,electric,phase,Three Phase,,,,,,,,,,,,1,3,1,2,1,3,4
Lubi Electrical Motor,brand,Lubi,part type,motor,power source,electrical,,,,,,,,,,,,,,,,,,brand,lubi,product,lubi electrical motor,,,,,,,,,,,,brand,Lubi,part type,motor,power source,electrical,,,,,,,,,,,,,,1,3,1,3,1,3,3
Moter stater,part type,motor starter,,,,,,,,,,,,,,,,,,,,,,product,stater,,,,,,,,,,,,,,part type,starter,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
"HUMSER 12V 10RPM, 24V 20RPM High Torque Shaft Self-Lock Engine DC Micro Gear Motor With Brass Pully",brand,HUMSER,part type,motor,voltage,12V; 24V,rpm,10RPM; 20RPM,power source,DC,driven type,geared,size,micro,feature,high torque self-lock with brass pulley,,,,,,,,speed,"10rpm,",voltage,12v,material,brass,motor type,dc,brand,humser,product,dc micro gear motor,,,,brand,HUMSER,part type,motor,driven type,DC,voltage,24V,rpm,20RPM,feature,High Torque Shaft Self-Lock,model name/number,Micro Gear,,,,,,2,6,2,4,3,5,8
geared motor,part type,motor,driven type,geared,,,,,,,,,,,,,,,,,,,,part type,motor,product,geared motor,,,,,,,,,,,,part type,motor,driven type,geared,,,,,,,,,,,,,,,,1,2,1,2,1,2,2
2285625342 statorhv 2030,part type,stator,model name/number,2285625342; 2030,,,,,,,,,,,,,,,,,,,,product number,2285625342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
slipring motor,part type,motor,driven type,slip ring,,,,,,,,,,,,,,,,,,,,motor type,slipring,product,slipring motor,,,,,,,,,,,,part type,motor,driven type,slipring,,,,,,,,,,,,,,,,0,2,0,1,0,1,2
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,brand,SIEMENS,part type,motor,series,SIMOTICS S-1FK2,driven type,servo,model name/number,1FK2204-5AK10-0SB0,power,0.12 kW,,,,,,,,,,,,power,0.12 kw,model name/number,1fk2204-5ak10-0sb0,usage,servo motor,brand,siemens,product,servo motor,,,,,,part type,servo motor,brand,SIEMENS,model name/number,SIMOTICS S-1FK2 1FK2204-5AK10-0SB0,power,0.12 kW,,,,,,,,,,,,3,4,3,2,3,2,6
Kisrloskar Motar,brand,Kirloskar,part type,motor,,,,,,,,,,,,,,,,,,,,product,motar,,,,,,,,,,,,,,brand,Kisrloskar,part type,Motar,,,,,,,,,,,,,,,,0,2,0,0,0,0,2
Gate Motor,part type,motor,usage,gate,,,,,,,,,,,,,,,,,,,,product,gate motor,,,,,,,,,,,,,,part type,motor,usage,Gate,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
vibratory motor,part type,motor,feature,vibratory,,,,,,,,,,,,,,,,,,,,product,vibratory motor,,,,,,,,,,,,,,part type,motor,feature,vibratory,,,,,,,,,,,,,,,,0,2,0,2,0,2,2
270Hp Siemens Motor,brand,Siemens,part type,motor,horsepower,270Hp,,,,,,,,,,,,,,,,,,power,270hp,brand,siemens,product,siemens motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,3
bft deimos bt a600 gate motor,brand,bft,part type,motor,usage,gate,model name/number,deimos bt a600,,,,,,,,,,,,,,,,brand,bft,model number,deimos bt a600,usage,gate motor,product,gate motor,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,0,4
Panasonic Servo Motor MHMF042L1U2M  400Watt,brand,Panasonic,part type,motor,driven type,servo,model name/number,MHMF042L1U2M,power,400Watt,,,,,,,,,,,,,,power,400watt,model name/number,mhmf042l1u2m,brand,panasonic,usage,servo motor,product,panasonic servo motor,,,,,,brand,Panasonic,part type,servo motor,power,400Watt,model name/number,MHMF042L1U2M,,,,,,,,,,,,3,4,3,3,3,3,5
"3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor, 1.00 kW, 400V",brand,Siemens,part type,motor,rpm,3000 rpm,model name/number,1FL6062-1AC61-0AA1,driven type,servo,power,1.00 kW,voltage,400V,,,,,,,,,,power,1.00,model name/number,1fl6062-1ac61-0aa1,speed,3000 rpm,voltage,400v,usage,servo,brand,siemens,product,servo,,brand,Siemens,part type,Servo Motor,model name/number,1FL6062-1AC61-0AA1,power,1.00 kW,rpm,3000,voltage,400V,,,,,,,,4,6,3,4,5,4,7
