query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
Voltas AC Outdoor Fan Motor,brand,Voltas,voltas,,TRUE,FALSE
Voltas AC Outdoor Fan Motor,part type,motor,motor,,TRUE,FALSE
Voltas AC Outdoor Fan Motor,power source,AC,,,FALSE,FALSE
Voltas AC Outdoor Fan Motor,usage,outdoor fan,outdoor,,FALSE,FALSE
Makita MT-950 Armature By PowerSpeed,brand,powerspeed,powerspeed,Makita,TRUE,FALSE
Makita MT-950 Armature By PowerSpeed,part type,armature,,Armature,FALSE,TRUE
Makita MT-950 Armature By PowerSpeed,model name/number,MT-950,,MT-950,FALSE,TRUE
1500 cfm FAN MOTOR,part type,motor,,,FALSE,FALSE
1500 cfm FAN MOTOR,usage,fan,fan,,TRUE,FALSE
1500 cfm FAN MOTOR,air flow capacity,1500 cfm,,,FALSE,FALSE
230v apex cool 410w exhaust fan motor,brand,apex cool,apex,apex,FALSE,FALSE
230v apex cool 410w exhaust fan motor,part type,motor,,exhaust fan motor,FALSE,FALSE
230v apex cool 410w exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
230v apex cool 410w exhaust fan motor,voltage,230v,230v,230v,TRUE,TRUE
230v apex cool 410w exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,part type,motor,,motor,FALSE,TRUE
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,driven type,hybrid stepper,,hybrid stepper,FALSE,TRUE
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,model name/number,FL57STH76-2504ACF-ARK,fl57sth76-2504acf-ark,,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,model name/number,1FK2104-6AF10-1MB0,1fk2104-6af10-1mb0,SIMOTICS S-1FK2 1FK2104-6AF10-1MB0,TRUE,FALSE
crompton motor 1 hp,brand,crompton,crompton,crompton,TRUE,TRUE
crompton motor 1 hp,part type,motor,motor,motor,TRUE,TRUE
crompton motor 1 hp,horsepower,1 hp,,1 hp,FALSE,TRUE
crompton motor near tinsukia 1 hp,brand,crompton,crompton,crompton,TRUE,TRUE
crompton motor near tinsukia 1 hp,part type,motor,,motor,FALSE,TRUE
crompton motor near tinsukia 1 hp,horsepower,1 hp,,1 hp,FALSE,TRUE
crompton motor near tinsukia 1 hp,location/city,tinsukia,,tinsukia,FALSE,TRUE
motorized pulley drum motor,part type,motor,,drum motor,FALSE,FALSE
motorized pulley drum motor,feature,motorized pulley drum,,motorized,FALSE,FALSE
crompton motor,brand,crompton,crompton,crompton,TRUE,TRUE
crompton motor,part type,motor,motor,motor,TRUE,TRUE
Belimo Damper Fire Actuator,brand,Belimo,belimo,,TRUE,FALSE
Belimo Damper Fire Actuator,part type,actuator,,,FALSE,FALSE
Belimo Damper Fire Actuator,usage,damper fire,,,FALSE,FALSE
e42 90w 2850/3450rpm motor single phase,part type,motor,,,FALSE,FALSE
e42 90w 2850/3450rpm motor single phase,model name/number,e42,e42,e42,TRUE,TRUE
e42 90w 2850/3450rpm motor single phase,power,90w,90w,90w,TRUE,TRUE
e42 90w 2850/3450rpm motor single phase,rpm,2850/3450rpm,,2850/3450rpm,FALSE,TRUE
e42 90w 2850/3450rpm motor single phase,phase,single,single phase,single phase,FALSE,FALSE
Slip Ring Assemblies,part type,slip ring assemblies,,Slip Ring Assemblies,FALSE,TRUE
Siemens DOL Starter,brand,Siemens,siemens,,TRUE,FALSE
Siemens DOL Starter,part type,starter,,,FALSE,FALSE
Siemens DOL Starter,starter type,DOL,dol,,TRUE,FALSE
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,part type,motor,,motor,FALSE,TRUE
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,driven type,pmdc geared,,pmdc gear,FALSE,FALSE
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,horsepower,0-25-hp,,0-25-hp,FALSE,TRUE
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,rpm,25-200rpm,,25-200rpm,FALSE,TRUE
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,voltage,12-180volt,12-180volt,12-180volt,TRUE,TRUE
Vertical Motors,part type,motor,,motor,FALSE,TRUE
Vertical Motors,orientation,vertical,vertical,Vertical,TRUE,TRUE
PowerSpeed Armature For Makita 9500 NB,brand,Makita,powerspeed,,FALSE,FALSE
PowerSpeed Armature For Makita 9500 NB,part type,armature,,,FALSE,FALSE
PowerSpeed Armature For Makita 9500 NB,model name/number,9500 NB,,,FALSE,FALSE
side shaft gear motor,part type,motor,,motor,FALSE,TRUE
side shaft gear motor,driven type,geared,,gear,FALSE,FALSE
side shaft gear motor,feature,side shaft,,side shaft,FALSE,TRUE
FEBRICATION BLOWER 1HP SINGLE PHASE,part type,blower,,fabrication blower,FALSE,FALSE
FEBRICATION BLOWER 1HP SINGLE PHASE,horsepower,1HP,,1HP,FALSE,TRUE
FEBRICATION BLOWER 1HP SINGLE PHASE,phase,single,single phase,single phase,FALSE,FALSE
FEBRICATION BLOWER 1HP SINGLE PHASE,usage,fabrication,,,FALSE,FALSE
a40k/m566w/g7.2 (60 square pl gear),model name/number,a40k/m566w/g7.2,,,FALSE,FALSE
a40k/m566w/g7.2 (60 square pl gear),part type,gear,,,FALSE,FALSE
a40k/m566w/g7.2 (60 square pl gear),size,60 square pl,,,FALSE,FALSE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,brand,apex cool,,apex cool,FALSE,TRUE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,part type,motor,,motor,FALSE,TRUE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,rpm,1400 rpm,,1400,FALSE,FALSE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,phase,single,single phase,single phase,FALSE,FALSE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,voltage,230 v,230 v,230v,TRUE,FALSE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,mounting type,flange mounted,flange,flange mounted,FALSE,TRUE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
crompton 10 hp motor,brand,crompton,crompton,crompton,TRUE,TRUE
crompton 10 hp motor,part type,motor,motor,motor,TRUE,TRUE
crompton 10 hp motor,horsepower,10 hp,,10 hp,FALSE,TRUE
foot mounting 1 piece 1440 rpm Single Phase Motors,part type,motor,,motors,FALSE,FALSE
foot mounting 1 piece 1440 rpm Single Phase Motors,mounting type,foot mounting,foot,foot mounting,FALSE,TRUE
foot mounting 1 piece 1440 rpm Single Phase Motors,rpm,1440 rpm,,1440,FALSE,FALSE
foot mounting 1 piece 1440 rpm Single Phase Motors,phase,single,single phase,,FALSE,FALSE
foot mounting 1 piece 1440 rpm Single Phase Motors,quantity,1,,1 piece,FALSE,FALSE
ABB Servo Motors,brand,ABB,abb,ABB,TRUE,TRUE
ABB Servo Motors,part type,motor,,servo motors,FALSE,FALSE
ABB Servo Motors,driven type,servo,,,FALSE,FALSE
20 HP Three Phase Electric Motor,part type,motor,,motor,FALSE,TRUE
20 HP Three Phase Electric Motor,horsepower,20 HP,,20 HP,FALSE,TRUE
20 HP Three Phase Electric Motor,phase,3,,three phase,FALSE,FALSE
20 HP Three Phase Electric Motor,power source,electric,,electric,FALSE,TRUE
1FK2104-6AF10-1MB0,model name/number,1FK2104-6AF10-1MB0,,1FK2104-6AF10-1MB0,FALSE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,model name/number,1FK2106-4AF01-0MA0,1fk2106-4af01-0ma0,SIMOTICS S-1FK2 1FK2106-4AF01-0MA0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
mil 37 38 diaphragm actuators,part type,actuator,,,FALSE,FALSE
mil 37 38 diaphragm actuators,model name/number,mil 37 38,mil 37 38,,TRUE,FALSE
mil 37 38 diaphragm actuators,driven type,diaphragm,,,FALSE,FALSE
Petrosa starter mini 1 KG,brand,Petrosa,,,FALSE,FALSE
Petrosa starter mini 1 KG,part type,starter,,,FALSE,FALSE
Petrosa starter mini 1 KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 1 KG,weight,1 KG,,,FALSE,FALSE
BRUSHLESS MOTOR DYS 1800KV,brand,DYS,,DYS,FALSE,TRUE
BRUSHLESS MOTOR DYS 1800KV,part type,motor,,motor,FALSE,TRUE
BRUSHLESS MOTOR DYS 1800KV,driven type,brushless,,brushless,FALSE,TRUE
BRUSHLESS MOTOR DYS 1800KV,rated speed,1800KV,,,FALSE,FALSE
Petrosa starter mini 1KG,brand,Petrosa,,Petrosa,FALSE,TRUE
Petrosa starter mini 1KG,part type,starter,,starter,FALSE,TRUE
Petrosa starter mini 1KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 1KG,weight,1KG,,,FALSE,FALSE
Petrosa starter mini 3 KG,brand,Petrosa,,,FALSE,FALSE
Petrosa starter mini 3 KG,part type,starter,,,FALSE,FALSE
Petrosa starter mini 3 KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 3 KG,weight,3 KG,,,FALSE,FALSE
Petrosa starter mini 3KG,brand,Petrosa,,,FALSE,FALSE
Petrosa starter mini 3KG,part type,starter,,,FALSE,FALSE
Petrosa starter mini 3KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 3KG,weight,3KG,,,FALSE,FALSE
Weishaupt Burner Servo Motor,brand,Weishaupt,weishaupt,Weishaupt,TRUE,TRUE
Weishaupt Burner Servo Motor,part type,motor,,servo motor,FALSE,FALSE
Weishaupt Burner Servo Motor,driven type,servo,,,FALSE,FALSE
Weishaupt Burner Servo Motor,usage,burner,,burner,FALSE,TRUE
Petrosa starter mini 8 KG,brand,Petrosa,,,FALSE,FALSE
Petrosa starter mini 8 KG,part type,starter,,,FALSE,FALSE
Petrosa starter mini 8 KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 8 KG,weight,8 KG,,,FALSE,FALSE
Petrosa starter mini 8KG,brand,Petrosa,,,FALSE,FALSE
Petrosa starter mini 8KG,part type,starter,,,FALSE,FALSE
Petrosa starter mini 8KG,size,mini,,,FALSE,FALSE
Petrosa starter mini 8KG,weight,8KG,,,FALSE,FALSE
apex cool 410w single phase exhaust fan motor,brand,apex cool,apex,apex,FALSE,FALSE
apex cool 410w single phase exhaust fan motor,part type,motor,,motor,FALSE,TRUE
apex cool 410w single phase exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
apex cool 410w single phase exhaust fan motor,phase,single,single phase,single phase,FALSE,FALSE
apex cool 410w single phase exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
danfoss original brand new h1b80/h1b110 motor,brand,danfoss,danfoss,,TRUE,FALSE
danfoss original brand new h1b80/h1b110 motor,part type,motor,,,FALSE,FALSE
danfoss original brand new h1b80/h1b110 motor,model name/number,h1b80/h1b110,h1b80/h1b110,,TRUE,FALSE
3 HP Three Phase Induction Motor 960 Rpm,part type,motor,,,FALSE,FALSE
3 HP Three Phase Induction Motor 960 Rpm,horsepower,3 HP,,,FALSE,FALSE
3 HP Three Phase Induction Motor 960 Rpm,phase,3,,,FALSE,FALSE
3 HP Three Phase Induction Motor 960 Rpm,driven type,induction,,,FALSE,FALSE
3 HP Three Phase Induction Motor 960 Rpm,rpm,960 Rpm,,,FALSE,FALSE
gpn gear motor,brand,gpn,,gpn,FALSE,TRUE
gpn gear motor,part type,motor,,gear motor,FALSE,FALSE
gpn gear motor,driven type,geared,,,FALSE,FALSE
Dol Motor Starters,part type,motor starter,,motor starters,FALSE,FALSE
Dol Motor Starters,starter type,Dol,dol,,TRUE,FALSE
Oil Starter Magnet Call,part type,starter,,,FALSE,FALSE
Oil Starter Magnet Call,feature,oil magnet call,,,FALSE,FALSE
AC MOTAR,part type,motor,,,FALSE,FALSE
AC MOTAR,power source,AC,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,model name/number,1FK2204-5AK01-1SB0,1fk2204-5ak01-1sb0,SIMOTICS S-1FK2 1FK2204-5AK01-1SB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,power,0.57 kW,0.57 kw,0.57 kW,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,model name/number,1FK2104-4AK01-0SB0,1fk2104-4ak01-0sb0,SIMOTICS S-1FK2 1FK2104-4AK01-0SB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,power,0.06 kW,0.06 kw,0.06 kW,TRUE,TRUE
50HP Abb Electric Motor,brand,Abb,abb,Abb,TRUE,TRUE
50HP Abb Electric Motor,part type,motor,,motor,FALSE,TRUE
50HP Abb Electric Motor,horsepower,50HP,,50HP,FALSE,TRUE
50HP Abb Electric Motor,power source,electric,electric,,TRUE,FALSE
10 hp crompton motor,brand,crompton,crompton,crompton,TRUE,TRUE
10 hp crompton motor,part type,motor,motor,motor,TRUE,TRUE
10 hp crompton motor,horsepower,10 hp,,10 hp,FALSE,TRUE
PowerSpeed Armature for Gsh-500 Bosch,brand,Bosch,powerspeed,Bosch,FALSE,TRUE
PowerSpeed Armature for Gsh-500 Bosch,part type,armature,,armature,FALSE,TRUE
PowerSpeed Armature for Gsh-500 Bosch,model name/number,Gsh-500,,Gsh-500,FALSE,TRUE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,part type,motor,,Servo Motor,FALSE,FALSE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,series,SINAMICS S200,,,FALSE,FALSE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,model name/number,1FL2306-4AC01-0HB0,1fl2306-4ac01-0hb0,1FL2306-4AC01-0HB0,TRUE,TRUE
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,power,0.1 kW,0.1 kw,0.1 kW,TRUE,TRUE
helical gear motor,part type,motor,,,FALSE,FALSE
helical gear motor,driven type,helical gear,,,FALSE,FALSE
3330601 Cummins Electronic Fuel Control Actuator,brand,Cummins,cummins,,TRUE,FALSE
3330601 Cummins Electronic Fuel Control Actuator,part type,actuator,,actuator,FALSE,TRUE
3330601 Cummins Electronic Fuel Control Actuator,model name/number,3330601,3330601,3330601,TRUE,TRUE
3330601 Cummins Electronic Fuel Control Actuator,usage,electronic fuel control,,,FALSE,FALSE
Stepper Motor,part type,motor,,stepper motor,FALSE,FALSE
Stepper Motor,driven type,stepper,,,FALSE,FALSE
desert type copper 32 mm 1 cooler motor,part type,motor,motor,motor,TRUE,TRUE
desert type copper 32 mm 1 cooler motor,usage,cooler,cooler,cooler,TRUE,TRUE
desert type copper 32 mm 1 cooler motor,feature,desert type,,,FALSE,FALSE
desert type copper 32 mm 1 cooler motor,material,copper,,copper,FALSE,TRUE
desert type copper 32 mm 1 cooler motor,size,32 mm,,32 mm,FALSE,TRUE
desert type copper 32 mm 1 cooler motor,quantity,1,,,FALSE,FALSE
9067/9069 Makita Armature By PowerSpeed,brand,powerspeed,powerspeed,Makita,TRUE,FALSE
9067/9069 Makita Armature By PowerSpeed,part type,armature,,armature,FALSE,TRUE
9067/9069 Makita Armature By PowerSpeed,model name/number,9067/9069,9067/9069,9067/9069,TRUE,TRUE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,part type,motor,,dc motor,FALSE,FALSE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,power source,dc,,,FALSE,FALSE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,horsepower,1 2 hp,,2 hp,FALSE,FALSE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,model name/number,rs775,,rs775,FALSE,TRUE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,voltage,12v,12 v,12 v,FALSE,FALSE
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,rpm,10000rpm,,10000rpm,FALSE,TRUE
5hp 3phase motor,part type,motor,,,FALSE,FALSE
5hp 3phase motor,horsepower,5hp,,,FALSE,FALSE
5hp 3phase motor,phase,3,3phase,,FALSE,FALSE
Bharat Benz Aluminium Housing,brand,Bharat Benz,,Bharat Benz,FALSE,TRUE
Bharat Benz Aluminium Housing,part type,housing,,,FALSE,FALSE
Bharat Benz Aluminium Housing,material,aluminium,aluminium,Aluminium Housing,TRUE,FALSE
lubi three phase induction motors,brand,lubi,lubi,lubi,TRUE,TRUE
lubi three phase induction motors,part type,motor,,motors,FALSE,FALSE
lubi three phase induction motors,phase,3,,three phase,FALSE,FALSE
lubi three phase induction motors,driven type,induction,,induction,FALSE,TRUE
Crane Geared Brake Motor,part type,motor,,motor,FALSE,TRUE
Crane Geared Brake Motor,driven type,geared brake,,,FALSE,FALSE
Crane Geared Brake Motor,application,crane,,,FALSE,FALSE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,brand,apex cool,apex,apex cool,FALSE,TRUE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,part type,motor,,motor,FALSE,TRUE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,rpm,1400 rpm,,1400,FALSE,FALSE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,phase,single,single phase,single phase,FALSE,FALSE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,voltage,230 v,230 v 230v,230v,FALSE,FALSE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
12v dc motor,part type,motor,,motor,FALSE,TRUE
12v dc motor,voltage,12v,12v,12v,TRUE,TRUE
12v dc motor,power source,dc,,,FALSE,FALSE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,brand,apex cool,,apex,FALSE,FALSE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,part type,motor,,motor,FALSE,TRUE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,rpm,1400 rpm,,1400,FALSE,FALSE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,voltage,230 v,230 v,230 v,TRUE,TRUE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,phase,single,single phase,single phase,FALSE,FALSE
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
Suguna Motor Starter,brand,Suguna,suguna,Suguna,TRUE,TRUE
Suguna Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
reverse forward 3 phase 20 3 hp starters,part type,starter,,,FALSE,FALSE
reverse forward 3 phase 20 3 hp starters,phase,3,3 phase,,FALSE,FALSE
reverse forward 3 phase 20 3 hp starters,horsepower,3 hp,,,FALSE,FALSE
reverse forward 3 phase 20 3 hp starters,feature,reverse forward,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,model name/number,1FK2210-3AC01-0MB0,1fk2210-3ac01-0mb0,SIMOTICS S-1FK2 1FK2210-3AC01-0MB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,power,5.5 kW,5.5 kw,5.5 kW,TRUE,TRUE
rexroth servo drive,brand,rexroth,rexroth,rexroth,TRUE,TRUE
rexroth servo drive,part type,servo drive,,servo drive,FALSE,TRUE
Valve Positioners,part type,valve positioner,,Valve Positioners,FALSE,FALSE
FOOT Mounted Motor (model Gf 6834),part type,motor,,motor,FALSE,TRUE
FOOT Mounted Motor (model Gf 6834),mounting type,foot mounted,foot,FOOT,FALSE,FALSE
FOOT Mounted Motor (model Gf 6834),model name/number,Gf 6834,gf 6834),Gf 6834,FALSE,TRUE
1400 rpm apex cool 410w single phase exhaust fan motor,brand,apex cool,,apex,FALSE,FALSE
1400 rpm apex cool 410w single phase exhaust fan motor,part type,motor,,motor,FALSE,TRUE
1400 rpm apex cool 410w single phase exhaust fan motor,rpm,1400 rpm,,1400,FALSE,FALSE
1400 rpm apex cool 410w single phase exhaust fan motor,power,410w,410w,410w,TRUE,TRUE
1400 rpm apex cool 410w single phase exhaust fan motor,phase,single,single phase,single phase,FALSE,FALSE
1400 rpm apex cool 410w single phase exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
Motor Stater,part type,motor starter,,starter,FALSE,FALSE
Paragon Motor Starter,brand,Paragon,paragon,Paragon,TRUE,TRUE
Paragon Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
UR006G XGT Brushless Motor Active Feedback Sensing,part type,motor,,motor,FALSE,TRUE
UR006G XGT Brushless Motor Active Feedback Sensing,driven type,brushless,,brushless,FALSE,TRUE
UR006G XGT Brushless Motor Active Feedback Sensing,model name/number,UR006G XGT,ur006g,,FALSE,FALSE
UR006G XGT Brushless Motor Active Feedback Sensing,feature,active feedback sensing,,Active Feedback Sensing,FALSE,TRUE
schubert and salzer positioner,brand,schubert and salzer,,schubert and salzer,FALSE,TRUE
schubert and salzer positioner,part type,positioner,,positioner,FALSE,TRUE
polisher-motor,part type,motor,,polisher-motor,FALSE,FALSE
polisher-motor,usage,polisher,,,FALSE,FALSE
Electric Vibratory Motor,part type,motor,,motor,FALSE,TRUE
Electric Vibratory Motor,power source,electric,electric,electric,TRUE,TRUE
Electric Vibratory Motor,feature,vibratory,,,FALSE,FALSE
Abb Electric Motor 50hp 1500 Rpm,brand,Abb,abb,Abb,TRUE,TRUE
Abb Electric Motor 50hp 1500 Rpm,part type,motor,,motor,FALSE,TRUE
Abb Electric Motor 50hp 1500 Rpm,power source,electric,electric,Electric,TRUE,TRUE
Abb Electric Motor 50hp 1500 Rpm,horsepower,50hp,,50hp,FALSE,TRUE
Abb Electric Motor 50hp 1500 Rpm,rpm,1500 Rpm,,1500,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,model name/number,1FK2106-4AF11-1SA0,simotics s-1fk2 1fk2106-4af11-1sa0,SIMOTICS S-1FK2 1FK2106-4AF11-1SA0,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
Siemens Face Mounted Induction Motor,brand,Siemens,siemens,,TRUE,FALSE
Siemens Face Mounted Induction Motor,part type,motor,,,FALSE,FALSE
Siemens Face Mounted Induction Motor,driven type,induction,,,FALSE,FALSE
Siemens Face Mounted Induction Motor,mounting type,face mounted,face mounted,,TRUE,FALSE
