query,gt_success,gemma_success,gt_total_keys,gt_unique_values,gemma_total_keys,gemma_unique_values,matched_key_count,matched_value_count,gt_only_key_count,gemma_only_key_count,key_match_rate,value_match_rate,perfect_match_count,partial_match_count,matched_keys,gt_only_keys,gemma_only_keys,matched_values,key_match_details_json,value_match_details_json,priority_alignment_json
three phase electric motor 20 hp 960 rpm,True,True,10,4,12,3,6,3,4,6,60.00%,75.00%,1,5,phase; rated speed; speed; hp; horsepower; rpm,power; motor type; product type; supply phase,phase type; number of phase; input phase; horse power; motor horsepower; motor speed,three phase; 960 rpm; 20 hp,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""phase"", ""gemma_value"": ""Three Phase"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""rated speed"", ""gt_key"": ""rated_speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 3, ""gt_attr_priority"": 4, ""gemma_key"": ""rated_speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 4, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""gemma_key"": ""speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""20 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""hp"", ""gemma_value"": ""20 HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""20 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""horsepower"", ""gemma_value"": ""20 HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""rpm"", ""gt_key"": ""rpm"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 2, ""gt_attr_priority"": 4, ""gemma_key"": ""rpm"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""phase_type"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""number_of_phase"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""input_phase"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": true}, {""value"": ""960 rpm"", ""gt_original"": ""960 rpm"", ""gemma_original"": ""960 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""motor_speed"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""rated_speed"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}, {""value"": ""20 hp"", ""gt_original"": ""20 hp"", ""gemma_original"": ""20 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""horsepower"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""horse_power"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""motor_horsepower"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""phase"", ""value"": ""three phase"", ""priorities"": ""key_prio=1, attr_prio=3""}], ""partial_matches"": [{""key"": ""rated speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=3, attr_prio=4"", ""gemma_priorities"": ""key_prio=4, attr_prio=2""}, {""key"": ""speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=1, attr_prio=4"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}, {""key"": ""hp"", ""value"": ""20 hp"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}, {""key"": ""horsepower"", ""value"": ""20 hp"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""rpm"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=2, attr_prio=4"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}]}"
three phase electric motor near agra 20 hp 960 rpm,True,True,10,4,16,4,6,3,4,10,60.00%,75.00%,1,5,phase; rated speed; speed; hp; horsepower; rpm,power; motor type; product type; supply phase,phase type; number of phase; input phase; usage location; location type; horse power; motor horsepower; motor speed; location; suitable for,three phase; 960 rpm; 20 hp,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""phase"", ""gemma_value"": ""Three Phase"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 3, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""rated speed"", ""gt_key"": ""rated_speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 3, ""gt_attr_priority"": 4, ""gemma_key"": ""rated_speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 4, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""gemma_key"": ""speed"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""hp"", ""gt_key"": ""hp"", ""gt_value"": ""20 hp"", ""gt_key_priority"": 3, ""gt_attr_priority"": 2, ""gemma_key"": ""hp"", ""gemma_value"": ""20 HP"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""horsepower"", ""gt_key"": ""horsepower"", ""gt_value"": ""20 hp"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""horsepower"", ""gemma_value"": ""20 HP"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""rpm"", ""gt_key"": ""rpm"", ""gt_value"": ""960 rpm"", ""gt_key_priority"": 2, ""gt_attr_priority"": 4, ""gemma_key"": ""rpm"", ""gemma_value"": ""960 RPM"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""phase_type"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""number_of_phase"", ""key_priority"": 3, ""attr_priority"": 3}, {""key"": ""input_phase"", ""key_priority"": 4, ""attr_priority"": 3}], ""under_same_key"": true}, {""value"": ""960 rpm"", ""gt_original"": ""960 rpm"", ""gemma_original"": ""960 RPM"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""gemma_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""motor_speed"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""rated_speed"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}, {""value"": ""20 hp"", ""gt_original"": ""20 hp"", ""gemma_original"": ""20 HP"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""horsepower"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""horse_power"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""motor_horsepower"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [{""key"": ""phase"", ""value"": ""three phase"", ""priorities"": ""key_prio=1, attr_prio=3""}], ""partial_matches"": [{""key"": ""rated speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=3, attr_prio=4"", ""gemma_priorities"": ""key_prio=4, attr_prio=2""}, {""key"": ""speed"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=1, attr_prio=4"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}, {""key"": ""hp"", ""value"": ""20 hp"", ""gt_priorities"": ""key_prio=3, attr_prio=2"", ""gemma_priorities"": ""key_prio=3, attr_prio=1""}, {""key"": ""horsepower"", ""value"": ""20 hp"", ""gt_priorities"": ""key_prio=2, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}, {""key"": ""rpm"", ""value"": ""960 rpm"", ""gt_priorities"": ""key_prio=2, attr_prio=4"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}]}"
three phase l&t mpower pro mobile motor starter,True,True,9,4,8,2,4,1,5,4,44.44%,25.00%,0,1,phase; brand; manufacturer; company,use; application; motor type; product type; supply phase,make; phase type; number of phase; input phase,three phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""phase"", ""gemma_value"": ""Three Phase"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""l&t"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""brand"", ""gemma_value"": ""L&T Mpower Pro"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""l&t"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""L&T Mpower Pro"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""l&t"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""L&T Mpower Pro"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""phase_type"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""number_of_phase"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""input_phase"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""phase"", ""value"": ""three phase"", ""gt_priorities"": ""key_prio=1, attr_prio=3"", ""gemma_priorities"": ""key_prio=1, attr_prio=2""}]}"
three phase-motors,True,True,4,2,4,1,1,1,3,3,25.00%,50.00%,0,1,phase,motor type; product type; supply phase,phase type; number of phase; input phase,three phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""phase"", ""gemma_value"": ""Three Phase"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 1, ""value_also_matches"": true, ""key_priority_match"": true, ""attr_priority_match"": false}]","[{""value"": ""three phase"", ""gt_original"": ""three phase"", ""gemma_original"": ""Three Phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 2}], ""gemma_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""phase_type"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""number_of_phase"", ""key_priority"": 3, ""attr_priority"": 1}, {""key"": ""input_phase"", ""key_priority"": 4, ""attr_priority"": 1}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""phase"", ""value"": ""three phase"", ""gt_priorities"": ""key_prio=1, attr_prio=2"", ""gemma_priorities"": ""key_prio=1, attr_prio=1""}]}"
thrive architect latest version,False,True,0,0,8,2,0,0,0,8,0.00%,0.00%,0,0,,,make; model name; model; manufacturer; model number; company; model no; brand,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
tower-fan-motor,True,True,4,2,14,2,3,0,1,11,75.00%,0.00%,0,0,application; motor type; product type,use,device type; usage; ambient temperature; type; no of poles; number of poles; temperature range; poles; operating temperature; suitable for; usage application,,"[{""normalized_key"": ""application"", ""gt_key"": ""application"", ""gt_value"": ""fan"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""application"", ""gemma_value"": ""Not specified"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 4, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""fan motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Tower Fan Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""fan motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Tower Fan Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
v12 mobile starter,True,True,4,1,8,2,1,0,3,7,25.00%,0.00%,0,0,application,use; category; product category,usage; voltage; operating voltage; rated voltage; supply voltage; suitable for; usage application,,"[{""normalized_key"": ""application"", ""gt_key"": ""application"", ""gt_value"": ""starter"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""application"", ""gemma_value"": ""Mobile Starter"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
valve positioner,True,True,4,1,4,1,0,0,4,4,0.00%,0.00%,0,0,,use; category; application; product category,model number; model name; model; model no,,[],[],"{""perfect_matches"": [], ""partial_matches"": []}"
vane pneumatic actuator,True,True,6,2,6,2,0,1,4,6,0.00%,50.00%,0,0,,use; category; application; product category,motor type; product type; actuator type; power source; power supply; power type,pneumatic,[],"[{""value"": ""pneumatic"", ""gt_original"": ""pneumatic"", ""gemma_original"": ""Pneumatic"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 3}], ""gemma_keys"": [{""key"": ""actuator_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""motor_type"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 3, ""attr_priority"": 2}], ""under_same_key"": false}]","{""perfect_matches"": [], ""partial_matches"": []}"
venex 3 phase dol motor starter,True,True,9,4,11,3,3,1,6,8,33.33%,25.00%,0,2,phase; manufacturer; company,use; application; motor type; product type; supply phase; brand,starting method; make; phase type; number of phase; brand name; input phase; starter; starter type,venex,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""gemma_key"": ""phase"", ""gemma_value"": ""3 Phase"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""manufacturer"", ""gt_key"": ""manufacturer"", ""gt_value"": ""venex"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""manufacturer"", ""gemma_value"": ""Venex"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}, {""normalized_key"": ""company"", ""gt_key"": ""company"", ""gt_value"": ""venex"", ""gt_key_priority"": 3, ""gt_attr_priority"": 1, ""gemma_key"": ""company"", ""gemma_value"": ""Venex"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": true, ""key_priority_match"": false, ""attr_priority_match"": false}]","[{""value"": ""venex"", ""gt_original"": ""venex"", ""gemma_original"": ""Venex"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""gemma_keys"": [{""key"": ""brand_name"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""company"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""manufacturer"", ""key_priority"": 3, ""attr_priority"": 2}, {""key"": ""make"", ""key_priority"": 4, ""attr_priority"": 2}], ""under_same_key"": true}]","{""perfect_matches"": [], ""partial_matches"": [{""key"": ""manufacturer"", ""value"": ""venex"", ""gt_priorities"": ""key_prio=2, attr_prio=1"", ""gemma_priorities"": ""key_prio=3, attr_prio=2""}, {""key"": ""company"", ""value"": ""venex"", ""gt_priorities"": ""key_prio=3, attr_prio=1"", ""gemma_priorities"": ""key_prio=2, attr_prio=2""}]}"
vertical helical gear motor,True,True,4,2,8,2,4,0,0,4,100.00%,0.00%,0,0,mounting type; mounting; motor type; product type,,type; device type; mounting method; mounting style,,"[{""normalized_key"": ""mounting type"", ""gt_key"": ""mounting_type"", ""gt_value"": ""vertical mounting"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""gemma_key"": ""mounting_type"", ""gemma_value"": ""Vertical"", ""gemma_key_priority"": 1, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""mounting"", ""gt_key"": ""mounting"", ""gt_value"": ""vertical mounting"", ""gt_key_priority"": 2, ""gt_attr_priority"": 2, ""gemma_key"": ""mounting"", ""gemma_value"": ""Vertical"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 2, ""value_also_matches"": false, ""key_priority_match"": true, ""attr_priority_match"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""gear motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""gemma_key"": ""motor_type"", ""gemma_value"": ""Helical Gear Motor"", ""gemma_key_priority"": 2, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}, {""normalized_key"": ""product type"", ""gt_key"": ""product_type"", ""gt_value"": ""gear motor"", ""gt_key_priority"": 2, ""gt_attr_priority"": 1, ""gemma_key"": ""product_type"", ""gemma_value"": ""Helical Gear Motor"", ""gemma_key_priority"": 3, ""gemma_attr_priority"": 1, ""value_also_matches"": false, ""key_priority_match"": false, ""attr_priority_match"": true}]",[],"{""perfect_matches"": [], ""partial_matches"": []}"
