success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,gold refining powder,0,[],,[],
True,extruder compound master for easy processing,0,[],,"```python
[]
```",
True,copper refining machine,0,[],,"```python
[]
```",
True,monolayer extruder,2,"['monolayer:layer:specification', 'extruder:machine type:specification']",monolayer:layer:specification | extruder:machine type:specification,"[""monolayer:layer:specification"", ""extruder:machine type:specification""]",
True,Corn Starch Extruder Machine,0,[],,"```python
[]
```",
True,scent extraction,0,[],,"```python
[]
```",
True,5 KGPH Lab Sheet Extruder Machine,2,"['[""5 kg/hr:production capacity:specification""', '""machine:product type:specification""]']","[""5 kg/hr:production capacity:specification"" | ""machine:product type:specification""]","```python
[""5 kg/hr:production capacity:specification"", ""machine:product type:specification""]
```",
True,bitumen extractor electrically operated,2,"['[""electrically:power source:specification""', '""bitumen extractor:type of testing machines:specification""]']","[""electrically:power source:specification"" | ""bitumen extractor:type of testing machines:specification""]","```python
[""electrically:power source:specification"", ""bitumen extractor:type of testing machines:specification""]
```",
True,extruder dies,0,[],,[],
True,extruder dies kanpur,0,[],,[],
True,Power Cable Extrusion Line,0,[],,[],
True,40KW Basket Extruder Machine,2,"['40 kw:machine power:specification', 'basket extruder:machine type:specification']",40 kw:machine power:specification | basket extruder:machine type:specification,"[""40 kw:machine power:specification"", ""basket extruder:machine type:specification""]",
True,Automatic  Blown Film Extrusion Machine,2,"['automatic:automation grade:specification', 'blown film extrusion machine:machine type:specification']",automatic:automation grade:specification | blown film extrusion machine:machine type:specification,"[""automatic:automation grade:specification"", ""blown film extrusion machine:machine type:specification""]",
True,silver refinery machine per day purity 97 to 98 tonch,0,[],,"```python
[]
```",
True,GMS-Extruder eTrim,0,[],,"```python
[]
```",
True,GMS-Extruder,0,[],,"```python
[]
```",
True,silver refinery machine 150 kg per day 10lackh rupees wali purity 97 to 98 tonch wali,2,"['[""97:purity:specification""', '""98:purity:specification""]']","[""97:purity:specification"" | ""98:purity:specification""]","```python
[""97:purity:specification"", ""98:purity:specification""]
```",
True,GMS-Extruder_ETrim,0,[],,"```python
[]
```",
True,Bio-degradable / Compostable Film Extrusion Machine,0,[],,"```python
[]
```",
True,Mulch Film Machine,1,['mulch film:usage/application:specification'],mulch film:usage/application:specification,"[""mulch film:usage/application:specification""]",
False,Washing Machine Tumbler,0,[],,,HTTP 429
True,Bulpower Twin Screw Extruder Gearbox Counter Rotating,2,"['[""twin screw:screw design:specification""', '""counter rotating:screw type:specification""]']","[""twin screw:screw design:specification"" | ""counter rotating:screw type:specification""]","```python
[""twin screw:screw design:specification"", ""counter rotating:screw type:specification""]
```",
False,Gold Refinery Tank,0,[],,,HTTP 429
True,Wpc Extruder Die,0,[],,"```python
[]
```",
True,Solvent Extractor Model: SPE-96,1,"['[""SPE-96:model number:specification""]']","[""SPE-96:model number:specification""]","```python
[""SPE-96:model number:specification""]
```",
True,Extruder Machines .,0,[],,[],
True,Lab Extruder Machine Production Capacity: 50 Kg/hr,1,"['[""50 kg/hr:production capacity:specification""]']","[""50 kg/hr:production capacity:specification""]","```python
[""50 kg/hr:production capacity:specification""]
```",
True,Gold Refining Plant parts,0,[],,[],
True,extruder machine in madhyapradesh,0,[],,"```python
[]
```",
True,Gold Refinery Service,0,[],,"```python
[]
```",
True,Cabbage Liquid Extract,0,[],,"```python
[]
```",
True,100 kg/hr no tube extrusion machine Extruder Machine,0,[],,"```python
[]
```",
True,herbal and ayurvedic Extraction pant,1,['herbal extraction:usage/application:specification'],herbal extraction:usage/application:specification,"[""herbal extraction:usage/application:specification""]",
True,twin screw extruder 50 kg/hr lab extruder machine,3,"['[""twin screw:screw design:specification""', '""50 kg/hr:production capacity:specification""', '""lab:industry type:specification""]']","[""twin screw:screw design:specification"" | ""50 kg/hr:production capacity:specification"" | ""lab:industry type:specification""]","```python
[""twin screw:screw design:specification"", ""50 kg/hr:production capacity:specification"", ""lab:industry type:specification""]
```",
True,twin screw lab extruder,2,"['twin screw:screw design:specification', 'lab:industry type:specification']",twin screw:screw design:specification | lab:industry type:specification,"[""twin screw:screw design:specification"", ""lab:industry type:specification""]",
True,millstim liqid,0,[],,"```python
[]
```",
True,10 kg automatic gold refining machine,2,"['[""10 kg:capacity(kg):specification""', '""automatic:automation grade:specification""]']","[""10 kg:capacity(kg):specification"" | ""automatic:automation grade:specification""]","```python
[""10 kg:capacity(kg):specification"", ""automatic:automation grade:specification""]
```",
True,10 kg gold refinery machine,2,"['10 kg:capacity(kg):specification', 'gold:metal:specification']",10 kg:capacity(kg):specification | gold:metal:specification,"[""10 kg:capacity(kg):specification"", ""gold:metal:specification""]",
True,spice oil and oleoresins extraction plant,0,[],,"```python
[]
```",
True,aluminium extrusion plant gujarat,2,"['aluminium extrusion:usage/application:specification', 'india:country of origin:specification']",aluminium extrusion:usage/application:specification | india:country of origin:specification,"[""aluminium extrusion:usage/application:specification"", ""india:country of origin:specification""]",
True,alluminium extrusion plant in surat gujrat,2,"['aluminium extrusion:usage/application:specification', 'india:country of origin:specification']",aluminium extrusion:usage/application:specification | india:country of origin:specification,"[""aluminium extrusion:usage/application:specification"", ""india:country of origin:specification""]",
True,Jockey Extruder For Pen Plant,0,[],,"```python
[]
```",
True,200 kg/hr Semi Automatic Extruder Machine,2,"['[""200 kg/hr:production capacity:specification""', '""semi automatic:automation grade:specification""]']","[""200 kg/hr:production capacity:specification"" | ""semi automatic:automation grade:specification""]","```python
[""200 kg/hr:production capacity:specification"", ""semi automatic:automation grade:specification""]
```",
True,slanty extruder,0,[],,"```python
[]
```",
True,Extrusion Process,0,[],,"```python
[]
```",
True,automatic 500 kg/hr no Twin Screw Extruder Machine Production Capacity: 180KG/H,3,"['[""automatic:automation grade:specification""', '""500 kg/hr:production capacity:specification""', '""180KG/H:output:specification""]']","[""automatic:automation grade:specification"" | ""500 kg/hr:production capacity:specification"" | ""180KG/H:output:specification""]","```python
[""automatic:automation grade:specification"", ""500 kg/hr:production capacity:specification"", ""180KG/H:output:specification""]
```",
True,automatic 1000 kg/hr yes Twin Screw Extruder,5,"['[""automatic:automation grade:specification""', '""1000 kg/hr:production capacity:specification""', '""yes:automation grade:specification""', '""twin screw:screw design:specification""', '""twin screw:type of extruder:specification""]']","[""automatic:automation grade:specification"" | ""1000 kg/hr:production capacity:specification"" | ""yes:automation grade:specification"" | ""twin screw:screw design:specification"" | ""twin screw:type of extruder:specification""]","```python
[""automatic:automation grade:specification"", ""1000 kg/hr:production capacity:specification"", ""yes:automation grade:specification"", ""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]
```",
True,Silo Extraction System,0,[],,"```python
[]
```",
True,"High Speed Mono Layer Blown Film Extrusion Plant for LDPE Packaging Film (1200mm, 75kg/hr)",5,"['[""1200 mm:film width:specification""', '""75 kg/hr:production capacity:specification""', '""ldpe:plastic processed:specification""', '""3 layer:layer:specification""', '""blown film extrusion machine:machine type:specification""]']","[""1200 mm:film width:specification"" | ""75 kg/hr:production capacity:specification"" | ""ldpe:plastic processed:specification"" | ""3 layer:layer:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""1200 mm:film width:specification"", ""75 kg/hr:production capacity:specification"", ""ldpe:plastic processed:specification"", ""3 layer:layer:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,monolayer highspeed blown film machine,1,['monolayer:layer:specification'],monolayer:layer:specification,"[""monolayer:layer:specification""]",
True,extruders with standard accessories,0,[],,"```python
[]
```",
True,blown film extrusion machine abc,2,"['abc:dimension:specification', 'blown film extrusion machine:machine type:specification']",abc:dimension:specification | blown film extrusion machine:machine type:specification,"[""abc:dimension:specification"", ""blown film extrusion machine:machine type:specification""]",
True,blown film extrusion machine 3 layers,2,"['3 layer:layer:specification', 'blown film extrusion machine:machine type:specification']",3 layer:layer:specification | blown film extrusion machine:machine type:specification,"[""3 layer:layer:specification"", ""blown film extrusion machine:machine type:specification""]",
True,rag gold regind 670g pack of 10 near delhi,0,[],,"```python
[]
```",
True,rag gold refined 670g,0,[],,"```python
[]
```",
True,gold directors machine,0,[],,"```python
[]
```",
True,gold refining case,0,[],,[],
True,挤出机,0,[],,"```python
[]
```",
True,pvcx,0,[],,"```python
[]
```",
True,cow metal extraction machine,0,[],,"```python
[]
```",
True,65/132 conical extruder,2,"['65/132:size:specification', 'conical:screw design:specification']",65/132:size:specification | conical:screw design:specification,"[""65/132:size:specification"", ""conical:screw design:specification""]",
True,packan,0,[],,"```python
[]
```",
