success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,"High Speed Mono Layer Blown Film Extrusion Plant for LDPE Packaging Film (1200mm, 75kg/hr)",8,"['[""high speed:speed:specification""', '""mono layer:layer:specification""', '""blown film:type:specification""', '""extrusion:machine type:specification""', '""ldpe:material:specification""', '""packaging film:usage:specification""', '""1200mm:size:specification""', '""75kg/hr:capacity:specification""]']","[""high speed:speed:specification"" | ""mono layer:layer:specification"" | ""blown film:type:specification"" | ""extrusion:machine type:specification"" | ""ldpe:material:specification"" | ""packaging film:usage:specification"" | ""1200mm:size:specification"" | ""75kg/hr:capacity:specification""]","```
[""high speed:speed:specification"", ""mono layer:layer:specification"", ""blown film:type:specification"", ""extrusion:machine type:specification"", ""ldpe:material:specification"", ""packaging film:usage:specification"", ""1200mm:size:specification"", ""75kg/hr:capacity:specification""]
```"
True,monolayer highspeed blown film machine,3,"['monolayer:layer:specification', 'highspeed:speed:specification', 'film:usage:specification']",monolayer:layer:specification | highspeed:speed:specification | film:usage:specification,"[""monolayer:layer:specification"", ""highspeed:speed:specification"", ""film:usage:specification""]"
True,extruders with standard accessories,2,"['extruders:type:specification', 'standard accessories:feature:specification']",extruders:type:specification | standard accessories:feature:specification,"[""extruders:type:specification"", ""standard accessories:feature:specification""]"
True,blown film extrusion machine abc,2,"['film:usage:specification', 'extrusion:machine type:specification']",film:usage:specification | extrusion:machine type:specification,"[""film:usage:specification"", ""extrusion:machine type:specification""]"
True,blown film extrusion machine 3 layers,3,"['film:usage:specification', 'extrusion:machine type:specification', '3 layers:layers:specification']",film:usage:specification | extrusion:machine type:specification | 3 layers:layers:specification,"[""film:usage:specification"", ""extrusion:machine type:specification"", ""3 layers:layers:specification""]"
True,rag gold regind 670g pack of 10 near delhi,3,"['[""gold:material:specification""', '""670g:weight:numeric""', '""10:quantity:numeric""]']","[""gold:material:specification"" | ""670g:weight:numeric"" | ""10:quantity:numeric""]","```
[""gold:material:specification"", ""670g:weight:numeric"", ""10:quantity:numeric""]
```"
True,rag gold refined 670g,2,"['gold:material:specification', '670g:weight:numeric']",gold:material:specification | 670g:weight:numeric,"[""gold:material:specification"", ""670g:weight:numeric""]"
True,gold directors machine,2,"['gold:usage:specification', 'directors:type:specification']",gold:usage:specification | directors:type:specification,"[""gold:usage:specification"", ""directors:type:specification""]"
True,gold refining case,1,['gold refining:usage:specification'],gold refining:usage:specification,"[""gold refining:usage:specification""]"
True,挤出机,1,['挤出机:type:specification'],挤出机:type:specification,"[""挤出机:type:specification""]"
True,pvcx,1,['pvc:material:specification'],pvc:material:specification,"[""pvc:material:specification""]"
True,cow metal extraction machine,2,"['metal:material:specification', 'extraction:machine type:specification']",metal:material:specification | extraction:machine type:specification,"[""metal:material:specification"", ""extraction:machine type:specification""]"
True,65/132 conical extruder,3,"['65/132:model:specification', 'conical:type:specification', 'extruder:type:specification']",65/132:model:specification | conical:type:specification | extruder:type:specification,"[""65/132:model:specification"", ""conical:type:specification"", ""extruder:type:specification""]"
True,packan,1,['packan:product:specification'],packan:product:specification,"[""packan:product:specification""]"
True,gold silver refinery machine,2,"['gold silver:material:specification', 'refinery:type:specification']",gold silver:material:specification | refinery:type:specification,"[""gold silver:material:specification"", ""refinery:type:specification""]"
True,Double lock die box extruder,3,"['double lock:type:specification', 'die box:type:specification', 'extruder:type:specification']",double lock:type:specification | die box:type:specification | extruder:type:specification,"[""double lock:type:specification"", ""die box:type:specification"", ""extruder:type:specification""]"
True,semi-automatic 100 kg/hr yes Twin Screw Extruder,4,"['[""semi-automatic:automation:specification""', '""100 kg/hr:capacity:specification""', '""twin screw:type:specification""', '""extruder:type:specification""]']","[""semi-automatic:automation:specification"" | ""100 kg/hr:capacity:specification"" | ""twin screw:type:specification"" | ""extruder:type:specification""]","```
[""semi-automatic:automation:specification"", ""100 kg/hr:capacity:specification"", ""twin screw:type:specification"", ""extruder:type:specification""]
```"
True,gold refining plant small machine,3,"['gold refining:usage:specification', 'plant:type:specification', 'small:size:specification']",gold refining:usage:specification | plant:type:specification | small:size:specification,"[""gold refining:usage:specification"", ""plant:type:specification"", ""small:size:specification""]"
True,spent earth solvent extraction plant,2,"['spent earth:material:specification', 'solvent extraction:usage:specification']",spent earth:material:specification | solvent extraction:usage:specification,"[""spent earth:material:specification"", ""solvent extraction:usage:specification""]"
True,oil cake solvent extraction plant,2,"['oil cake:material:specification', 'solvent extraction:usage:specification']",oil cake:material:specification | solvent extraction:usage:specification,"[""oil cake:material:specification"", ""solvent extraction:usage:specification""]"
True,soyabean seed solvent extraction plant,2,"['soyabean seed:material:specification', 'solvent extraction:usage:specification']",soyabean seed:material:specification | solvent extraction:usage:specification,"[""soyabean seed:material:specification"", ""solvent extraction:usage:specification""]"
True,Wire Extruder Machine,2,"['wire:material:specification', 'extruder:type:specification']",wire:material:specification | extruder:type:specification,"[""wire:material:specification"", ""extruder:type:specification""]"
True,Wire Extration Machine,2,"['wire:material:specification', 'extraction:machine type:specification']",wire:material:specification | extraction:machine type:specification,"[""wire:material:specification"", ""extraction:machine type:specification""]"
True,Refined Gold,1,['gold:material:specification'],gold:material:specification,"[""gold:material:specification""]"
True,Teflon Cable Extrusion Line,2,"['teflon:material:specification', 'cable extrusion line:type:specification']",teflon:material:specification | cable extrusion line:type:specification,"[""teflon:material:specification"", ""cable extrusion line:type:specification""]"
True,SPM Extrusion Plant Equipments,2,"['extrusion:machine type:specification', 'equipments:product:specification']",extrusion:machine type:specification | equipments:product:specification,"[""extrusion:machine type:specification"", ""equipments:product:specification""]"
True,रिफाइन,0,[],,"Based on the provided examples and the query ""रिफाइन"" (which translates to ""refine"" or ""refining"" in Hindi), here""s the ISQ output:

Output: [""refine:process:specification""]"
True,SPHEGETTI EXTRUDER,2,"['spaghetti:product:specification', 'extruder:type:specification']",spaghetti:product:specification | extruder:type:specification,"[""spaghetti:product:specification"", ""extruder:type:specification""]"
True,120 MM Main GHE-250 Extruder Machine,2,"['120 mm:size:specification', 'extruder:type:specification']",120 mm:size:specification | extruder:type:specification,"[""120 mm:size:specification"", ""extruder:type:specification""]"
True,complete datong automatic inverter control centrifugal hydroextractor with all standard accessoreies,1,"['""automatic:control:specification""]']","""automatic:control:specification""]","Here""s the ISQ output for the query:

Query: ""complete datong automatic inverter control centrifugal hydroextractor with all standard accessoreies""
Output: [""centrifugal hydroextractor:product:specification"", ""automatic:control:specification""]"
