pc_item_name,glcat_mcat_id,glcat_mcat_name
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 15 Hp Foot Mounted Ie3 Induction Motor, Mhpe160mza4",177266,Foot Mounted Motor
"Makita 240 V Armature For Hr2610, Part No 515359-7",25,Armature
"Makita 240 V Armature For Hr2610, Part No 515359-7",25,Armature
CG Power Three Phase 2 HP 6 Pole Foot Mounted IE4 Cast Iron Body Induction Motor,2415,Three Phase Motor
"Silver Single Phase 3 HP 4 Pole Flange Mount Induction Motor, IM0CI3.004P1B5F",9484,Single Phase Motors
"Havells Single Phase 1 HP 4 Pole Foot Mounted Induction Motor, F4107",9484,Single Phase Motors
"Havells Single Phase 1 HP 4 Pole Foot Mounted Induction Motor, F4107",9484,Single Phase Motors
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
MITSUBISHI HC-KFS43 SERVO MOTOR,184101,Mitsubishi Servo Motors
"Makita Armature Suitable For Dhr165, Part No 619334-6",25,Armature
"Makita Armature Suitable For Dhr165, Part No 619334-6",25,Armature
"Makita 220-240 V Armature For 4131, Part No 513578-9",25,Armature
"Makita 115 V Armature Assembly, Part No 517971-9",25,Armature
"Abb Ms165 Series 18-25 Amp 20 Hp Three Phase Manual Motor Starter, Ms165-25",33567,Motor Starter
Abb Three Phase 7.5 Hp 4 Pole Flange Mounted Squirrel Cage Induction Motor M2bax132sa4 Ie2,2415,Three Phase Motor
Invento ISC 1197 1400KV BLDC Motor with 40A Electronic Speed Controller,15240,Brushless DC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 2200KV BLDC Brushless Motor , ISC 1576-1",15240,Brushless DC Motor
MITSUBISHI HF453S SERVO MOTOR,184101,Mitsubishi Servo Motors
MITSUBISHI HF453S SERVO MOTOR,184101,Mitsubishi Servo Motors
"Bharat Bijlee 3 Phase 1.5 HP 6 Pole Foot Mounted IE2 General Purpose Induction Motor, 2J09L65300000",2415,Three Phase Motor
"Klockner Pkzm1-2,4 Circuit Breaker Motor Starter 1,6-2,4a",33567,Motor Starter
"Klockner Pkzm1-2,4 Circuit Breaker Motor Starter 1,6-2,4a",33567,Motor Starter
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 15 Hp Foot Mounted Ie3 Induction Motor, Mhpe160mza4",177266,Foot Mounted Motor
"Havells Three Phase 15 Hp Foot Mounted Ie3 Induction Motor, Mhpe160mza4",177266,Foot Mounted Motor
"Makita 240 V Armature For Hr2610, Part No 515359-7",25,Armature
"Makita 240 V Armature For 5740nb, Part No 516274-8",25,Armature
"Silver Three Phase 2 HP 8 Pole Flange Mount Induction Motor, IM2CI2.008P3B5F",2415,Three Phase Motor
"Silver Three Phase 2 HP 8 Pole Flange Mount Induction Motor, IM2CI2.008P3B5F",2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Bharat Bijlee 75KW- 100HP- 6Pole- IE3- STD Type- 315S Frame- CI Body- B35 MTD- TB Position TOP Motor,203388,Bharat Bijlee AC Motor
,26266,DOL Starter
3 HP Induction Motor Stator,7863,Stators
Triveni Electric Motor,52927,Single Phase Electric Motor
Gast Air Motor,21680,Air Motors
,131725,Three Phase Induction Motor
,131725,Three Phase Induction Motor
1.75 HP Three Phase Electric Induction Motor,131725,Three Phase Induction Motor
,448,Servo Motor
,448,Servo Motor
,448,Servo Motor
,14970,AC Servo Motor
,14970,AC Servo Motor
,14970,AC Servo Motor
Three Phase Induction Motor,131725,Three Phase Induction Motor
AC Synchronous Motors 60 Kg.Cm. Torque,18917,Synchronous Motor
Power Induction Motor,9483,Single Phase Induction Motor
1.5 HP Single Phase Electric Motor,52927,Single Phase Electric Motor
Ac Geared Motor,21549,AC Geared Motor
Havells Three Phase Brake Motor,189725,Havells Electric Motor
Havells Three Phase Brake Motor,189725,Havells Electric Motor
Ac Geared Motor,21549,AC Geared Motor
Ac Geared Motor,21549,AC Geared Motor
18 Inch Exhaust Fan Motor,28080,Exhaust Fan Motor
18 Inch Exhaust Fan Motor,28080,Exhaust Fan Motor
Mobile Starters,161896,Mobile Starter
Auma SA-UW and SAR-UW Actuator,36873,Rotary Actuators
Carbon Brush,145615,Industrial Carbon Brushes
3 HP Induction Motor Stator,7863,Stators
3 HP Induction Motor Stator,7863,Stators
17 Inch Exhaust Motor,28080,Exhaust Fan Motor
DC MOTOR TGB GROUP - XD075,445,DC Motor
Leadshine HS Series - 573S09 NEMA 23 Hybrid Stepper Motor,15599,Hybrid Stepper Motor
,10834,Hydraulic Motor
Single Phase Starter,226793,Single Phase Motor Starter
Single Phase Starter,226793,Single Phase Motor Starter
,10834,Hydraulic Motor
,10834,Hydraulic Motor
ATS22C48Q Soft Starter,12256,Soft Starters
,40629,Valve Positioners
,40629,Valve Positioners
,40629,Valve Positioners
,40629,Valve Positioners
,40629,Valve Positioners
,40629,Valve Positioners
ATS22C48Q Soft Starter,12256,Soft Starters
Gear Motor,52906,Electric Gear Motor
,1274,Electric Motor
Bharat Bijlee 1.1 kW 2 Pole IE2 Series TEFC SCR Motors,203388,Bharat Bijlee AC Motor
1.5 KW Electric Brake Motors,21078,Brake Motors
,21079,Flame Proof Motors
,21079,Flame Proof Motors
Air Conditioner Aluminium Motor,186009,Air Conditioner Motor
20KG AC SYNCHRONOUS MOTOR,45525,AC Synchronous Motor
1.5 KW Electric Brake Motors,21078,Brake Motors
1.5 KW Electric Brake Motors,21078,Brake Motors
Carbon Brush,145615,Industrial Carbon Brushes
17 Inch Exhaust Motor,28080,Exhaust Fan Motor
17 Inch Exhaust Motor,28080,Exhaust Fan Motor
Slip Ring,37229,Slip Rings
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
G30/2203 Electromechanical Sliding Gate Motor,52905,Electric Sliding Gate Motor
Single Phase Mixer Motor  Armature,167444,Motor Armature
Single Phase Mixer Motor  Armature,167444,Motor Armature
,40629,Valve Positioners
,40629,Valve Positioners
Slip Ring,37229,Slip Rings
22 kg Flameproof Bipolar Stepper Motor,4423,Bipolar Stepper Motors
22 kg Flameproof Bipolar Stepper Motor,4423,Bipolar Stepper Motors
22 kg Flameproof Bipolar Stepper Motor,4423,Bipolar Stepper Motors
IE3 M550 Series 3 Phase Asynchronous Motors,52929,Three Phase Asynchronous Motor
Torque Stepper Motor,2505,Torque Stepper Motor
Bharat Bijlee 1.1 kW 2 Pole IE2 Series TEFC SCR Motors,203388,Bharat Bijlee AC Motor
Bharat Bijlee 1.1 kW 2 Pole IE2 Series TEFC SCR Motors,203388,Bharat Bijlee AC Motor
Bharat Bijlee 1.1 kW 2 Pole IE2 Series TEFC SCR Motors,203388,Bharat Bijlee AC Motor
Bharat Bijlee 1.1 kW 2 Pole IE2 Series TEFC SCR Motors,203388,Bharat Bijlee AC Motor
Premium Series IE2 Havells Electric Motor,189725,Havells Electric Motor
Air Conditioner Aluminium Motor,186009,Air Conditioner Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
"Makita Fan Motor Unit Assembly Suitable For Drc200, Part No Sh00000161",28231,Fan Motor
"Makita Armature Suitable For Btw110, Part No 619251-0",25,Armature
CG Power Three Phase 2 HP 6 Pole Foot Mounted IE4 Cast Iron Body Induction Motor,2415,Three Phase Motor
CG Power Three Phase 2 HP 6 Pole Foot Mounted IE4 Cast Iron Body Induction Motor,2415,Three Phase Motor
CG Power Three Phase 2 HP 6 Pole Foot Mounted IE4 Cast Iron Body Induction Motor,2415,Three Phase Motor
Invento ISC 1197 1400KV BLDC Motor with 40A Electronic Speed Controller,15240,Brushless DC Motor
Damcos 4893 Brc 250 Rotary Actuator,36873,Rotary Actuators
Damcos 4893 Brc 250 Rotary Actuator,36873,Rotary Actuators
Schneider Soft Starters,220183,Schneider Soft Starters
Schneider Soft Starters,220183,Schneider Soft Starters
Crompton Greaves Industrial Motors,193884,Crompton Greaves Industrial Motors
Single Phase Submersible Pump Control Panel,33567,Motor Starter
19mm Valeo Motor Armature,167444,Motor Armature
550 W Carbon Brush .,903,Carbon Brush
19mm Valeo Motor Armature,167444,Motor Armature
19mm Valeo Motor Armature,167444,Motor Armature
"Bharat Bijlee 3 Phase 1.5 HP 6 Pole Foot Mounted IE2 General Purpose Induction Motor, 2J09L65300000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Johnson DC Geared Motor,25556,DC Geared Motor
Abb Three Phase 7.5 Hp 4 Pole Flange Mounted Squirrel Cage Induction Motor M2bax132sa4 Ie2,2415,Three Phase Motor
Abb Three Phase 7.5 Hp 4 Pole Flange Mounted Squirrel Cage Induction Motor M2bax132sa4 Ie2,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
Invento ISC 1197 1400KV BLDC Motor with 40A Electronic Speed Controller,15240,Brushless DC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Invento ISC 1197 1400KV BLDC Motor with 40A Electronic Speed Controller,15240,Brushless DC Motor
Single Phase Submersible Pump Control Panel,33567,Motor Starter
Single Phase Submersible Pump Control Panel,33567,Motor Starter
Crompton Greaves Industrial Motors,193884,Crompton Greaves Industrial Motors
550 W Carbon Brush .,903,Carbon Brush
TIMOTION MA2-2H-300451-11210-523-200M(MA2-2302-004) Actuator,32181,Linear Actuator
B&R 8MSA4M.E1-31 SYNCHRONOUS SERVO MOTOR,448,Servo Motor
B&R 8MSA4M.E1-31 SYNCHRONOUS SERVO MOTOR,448,Servo Motor
B&R 8MSA4M.E1-31 SYNCHRONOUS SERVO MOTOR,448,Servo Motor
"Bharat Bijlee 3 Phase 1.5 HP 6 Pole Foot Mounted IE2 General Purpose Induction Motor, 2J09L65300000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
2 Hp 12V DC Motor,445,DC Motor
Invento ISC 1197 1400KV BLDC Motor with 40A Electronic Speed Controller,15240,Brushless DC Motor
MDMFC12L1H6M - Panasonic A6 11000W Motor + BRK,187161,Panasonic AC Servo Motor
"Silver Single Phase 3 HP 4 Pole Flange Mount Induction Motor, IM0CI3.004P1B5F",9484,Single Phase Motors
"Silver Single Phase 3 HP 4 Pole Flange Mount Induction Motor, IM0CI3.004P1B5F",9484,Single Phase Motors
"Silver Single Phase 3 HP 4 Pole Flange Mount Induction Motor, IM0CI3.004P1B5F",9484,Single Phase Motors
110. Dia Air Cooler Motor,52897,Cooler Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 2200KV BLDC Brushless Motor , ISC 1576-1",15240,Brushless DC Motor
MITSUBISHI HC-KFS43 SERVO MOTOR,184101,Mitsubishi Servo Motors
"Havells Single Phase 1 HP 4 Pole Foot Mounted Induction Motor, F4107",9484,Single Phase Motors
"Havells Single Phase 1 HP 4 Pole Foot Mounted Induction Motor, F4107",9484,Single Phase Motors
"Havells Single Phase 1 HP 4 Pole Foot Mounted Induction Motor, F4107",9484,Single Phase Motors
Radicon Powerbuild Series M  Helical Inline Geared Motor,43309,Inline Geared Motor
Hindustan 1.00HP 0.75KE 4P 1500 RPM B3 FOOTMounting 415VV 50HZ FLAMEPROOF Frame.80,203386,Hindustan AC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 1600KV BLDC Brushless Motor , ISC 1948-4A1 (pack of 4)",15240,Brushless DC Motor
"Invento 2200KV BLDC Brushless Motor , ISC 1576-1",15240,Brushless DC Motor
"Invento 2200KV BLDC Brushless Motor , ISC 1576-1",15240,Brushless DC Motor
MITSUBISHI HF453S SERVO MOTOR,184101,Mitsubishi Servo Motors
CG Power Three Phase 2 HP 6 Pole Foot Mounted IE4 Cast Iron Body Induction Motor,2415,Three Phase Motor
TOYO Servo Cylinder CSF Series,37975,Servo Actuators
"Bharat Bijlee Three Phase 0.16 HP 4 Pole Foot Mounted IE2 Induction Motor, 2H063413AT000",2415,Three Phase Motor
2 Hp 12V DC Motor,445,DC Motor
"24V Electric Actuator, 230 V AC",27216,Electric Actuator
"Havells Three Phase 20 HP Foot Mounted IE2 Fire Fighting Motor, MHFF160MZA2",2415,Three Phase Motor
"Havells Three Phase 20 HP Foot Mounted IE2 Fire Fighting Motor, MHFF160MZA2",2415,Three Phase Motor
"Havells Three Phase 20 HP Foot Mounted IE2 Fire Fighting Motor, MHFF160MZA2",2415,Three Phase Motor
"Silver Three Phase 2 HP 8 Pole Flange Mount Induction Motor, IM2CI2.008P3B5F",2415,Three Phase Motor
Siemens Soft Starter 3RW5236-6AC14,12256,Soft Starters
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
"Bharat Bijlee Three Phase 5 HP 2 Pole Foot Mounted IE2 Induction Motor, 2H10L233AT000",2415,Three Phase Motor
"Abb Ms165 Series 18-25 Amp 20 Hp Three Phase Manual Motor Starter, Ms165-25",33567,Motor Starter
"Abb Ms165 Series 18-25 Amp 20 Hp Three Phase Manual Motor Starter, Ms165-25",33567,Motor Starter
"Abb Ms165 Series 18-25 Amp 20 Hp Three Phase Manual Motor Starter, Ms165-25",33567,Motor Starter
"Abb Ms165 Series 18-25 Amp 20 Hp Three Phase Manual Motor Starter, Ms165-25",33567,Motor Starter
"Havells Three Phase 20 HP Foot Mounted IE2 Fire Fighting Motor, MHFF160MZA2",2415,Three Phase Motor
"Silver Three Phase 2 HP 8 Pole Flange Mount Induction Motor, IM2CI2.008P3B5F",2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 5 Hp 4 Pole Foot Mounted Squirrel Cage Induction Motor M2bax112mla4 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 25 Hp 6 Pole Foot Cum Flange Mounted Squirrel Cage Induction Motor M2bax200mla6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
Abb Three Phase 40 Hp 6 Pole Flange Mounted Squirrel Cage Induction Motor M2bax225sma6 Ie3,2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 2 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee112maa8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 5 Hp 8 Pole Foot Mounted Ie2 Squirrel Cage Induction Motor, Mhee160mza8",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
"Havells Three Phase 4 Hp 4 Pole Foot Mounted Ie3 Squirrel Cage Induction Motor, Mhpe100lba4",2415,Three Phase Motor
Bharat Bijlee 3 Phase 180 HP 1500 RPM Foot Mount Non-FLP Motor,203388,Bharat Bijlee AC Motor
Bharat Bijlee 3 Phase 180 HP 1500 RPM Foot Mount Non-FLP Motor,203388,Bharat Bijlee AC Motor
,445,DC Motor
Three Phase 180 RPM Worm Geared Brake Motor,44652,Geared Brake Motors
Three Phase 180 RPM Worm Geared Brake Motor,44652,Geared Brake Motors
Hollow Shaft Motor,44655,Vertical Hollow Shaft Motor
